Church Name,City,State,Country,Phone,Email,Website,Church Admin Title,Church Admin Name,
Christ Presbyterian Church,Huntsville,TX,United States ,936-293-0881,info@cpchuntsville.org,cpchuntsville.org,Rev,Nolan Williamson ,
The True Light Church of Dallas,Irving,TX,United States ,214-228-2206,bridgebuilding@hotmail.com,-,Rev,Seung H Kim,
Christ Church Katy,Katy,TX,United States ,281-392-0002,Church1713@soapboxsuperapp.com,www.cckpca.org/,Rev,Fred Greco ,
Global Presbyterian Church,Katy,TX,United States ,713-320-7721,Church1714@soapboxsuperapp.com,-,Rev,Sang Eun Suk ,
Ye Darm Presbyterian Church of Houston,Katy,TX,United States ,714-328-5851,yedarmchurch@sbcglobal.net,-,Rev,Kwang Jae Lee ,
Zion Christian Presbyterian Church,Katy,TX,United States ,713-498-5812,Church1716@soapboxsuperapp.com,-,Rev,Sang Do Lee ,
Christ Church - Kerrville,Kerrville,TX,United States ,830-496-4113,admin@ccpktx.org,www.ccpktx.org,Rev,Billy Crain ,
Bright Castle Presbyterian Church,Killeen,TX,United States ,254-554-3332,pospe@juno.com,-,Rev,Sanghyun Koh ,
Hill Country PCA Mission,Killeen,TX,United States ,254-600-9908,pastordietsch@hillcountrypca.org,www.hillcountrypca.org,Rev,Peter Martin Dietsch ,
Iglesia La Vid,Laredo,TX,United States ,956-441-1789,lavidelaredo@gmail.com,lavidlaredo.org,Rev,Eduardo Martorano ,
Providence Presbyterian Church,Lubbock,TX,United States ,806-516-5745,admin@ProvidencePCA.org,www.providencepca.org,Rev,John Bennett ,
Covenant Presbyterian Church,Lufkin,TX,United States ,936-465-1525,pcalufkin@consolidated.net,-,Rev,Mark A O'Neill,
Grace Presbyterian Church,McAllen,TX,United States ,956-292-6980,graciousadm@gmail.com,www.GraceMcAllen.org,Rev,Thomas V McKeon Jr,
Redeemer Presbyterian Church,McKinney,TX,United States ,972-529-1502,office@redeemermckinney.com,www.redeemermckinney.com,Rev,Dr Jordan Stone,
Providence Presbyterian Church,Midland,TX,United States ,432-520-5255,church@providencemidland.org,www.providencemidland.org,-, ,
Christ the King,Midlothian,TX,United States ,972-379-8788,contact@ctktexas.com,www.ctktexas.com,Rev,David Lindberg ,
Christ Church New Braunfels,New Braunfels,TX,United States ,830-629-0405,cpcreformed@gmail.com,www.christpresnb.org,Rev,Nicholas Bullock ,
Hope Presbyterian Church,New Braunfels,TX,United States ,830-481-4090,derek@hopenb.com,hopenb.com,Rev,Derek Hampton McCollum ,
Faith Presbyterian Church,Paris,TX,United States ,903-784-4806,faithparispca@gmail.com,www.faithparispca.com,-, ,
Faith Presbyterian Church,Pearland,TX,United States ,281-997-3660,fcc@faithpearland.com,faithpearland.com,-, ,
Trinity Presbyterian Church,Plano,TX,United States ,972-335-3844,info@trinityplano.org,www.trinityplano.org,Rev,Jake Yohannan ,
Zion Presbyterian Church,Prosper,TX,United States ,-,info@zionprosper.com,www.zionprosper.com,Rev,Mark A Belonga,
Town North Presbyterian Church,Richardson,TX,United States ,972-235-1886,Church1733@soapboxsuperapp.com,www.tnpc.org,Rev,David J Rogers,
Redeemer Church Rockwall,Rockwall,TX,United States ,972-772-8208,info@redeemerrockwall.org,www.redeemerrockwall.org,Rev,Zach Pummill ,
Christ Church PCA of San Antonio,San Antonio,TX,United States ,210-306-4411,info@christchurchsa.com,www.christchurchsa.com,-, ,
Faith Presbyterian Church,San Antonio,TX,United States ,210-492-8038,faithpcasa@gmail.com,www.faithpca.com,Rev,Keith Howard ,
Grace Mosaic Church,San Antonio,TX,United States ,-,Church1737@soapboxsuperapp.com,-,-, ,
Redeemer Presbyterian Church,San Antonio,TX,United States ,210-930-4480,4thecity@redeemersa.org,www.redeemersa.org,Rev,James Paul Hahn Jr ,
Trinity Grace Church,San Antonio,TX,United States ,210-920-0783,michael@trinitygracesa.org,www.trinitygracesa.org/,Rev,Michael John Novak ,
Lakeside Presbyterian Church,Southlake,TX,United States ,817-431-0151,office@lakesidepca.org,www.lakesidepca.org,Rev,Donald Friederichsen ,
Spring Cypress Presbyterian Church,Spring,TX,United States ,281-320-3650,office@springcypresschurch.com,www.springcypresschurch.com,Rev,Benjamin S Duncan,
Providence Presbyterian Church,Sugar Land,TX,United States ,281-980-2522,armccall@juno.com,providencepresbyterian.org,-, ,
Redeemer Presbyterian Church,Sugar Land,TX,United States ,281-201-3721,admin@redeemersl.org,www.redeemersl.org,Rev,Janas Caruncho ,
Redeemer Presbyterian Church,Temple,TX,United States ,254-295-9975,office@redeemerprestemple.org,www.redeemerprestemple.org,Rev,John Bryant Wilbanks ,
Grace Presbyterian Church,The Woodlands,TX,United States ,281-296-0911,admin@gpcwoodlands.org,gpcwoodlands.org,Rev,Bradley Wright ,
The Woodlands Reformed Church,The Woodlands,TX,United States ,-,info@woodlandsreformed.org,woodlandsreformed.org/,Rev,Juan Carlos Martinez ,
Hosanna Community Church,Tomball,TX,United States ,832-928-5805,philfinserv@yahoo.com,hosannachurchtomball.org,Rev,Gerald Phillips ,
Fifth Street Presbyterian Church,Tyler,TX,United States ,903-592-1613,office@fifthstreetpca.org,www.fifthstreetpca.org,Rev,Dr Steven G,
Redeemer Presbyterian,Tyler,TX,United States ,903-805-1809,ben@redeemertyler.com,redeemertyler.com,Rev,Benjamin Wheeler ,
Christ Presbyterian Church,Victoria,TX,United States ,361-935-4559,pastordad@nodial.net,www.cpcvictoria.com,Rev,Michael A Singenstreu,
Redeemer Presbyterian Church,Waco,TX,United States ,254-776-7292,office@redeemerwaco.org,www.redeemerwaco.org,Rev,Dr Jeff C,
Weatherford Presbyterian Church,Weatherford,TX,United States ,817-598-1277,weatherfordpca@att.net,www.weatherfordpca.org,Rev,Lou Tiscione ,
Bay Area Presbyterian Church,Webster,TX,United States ,281-280-0713,bapc@bapc.org,www.bapc.org,Rev,Christopher D Yates,
Houston Church for the Lord,Webster,TX,United States ,281-512-7108,harang1112@gmail.com,-,Rev,Soo Dong Kim ,
Brigham City Bible Church,Brigham City,UT,United States ,435-723-5438,bcbc.biblechurch@gmail.com,www.bcbcutah.org/,-, ,
Corner Canyon Church,Draper,UT,United States ,801-214-8494,cornercanyonchurch@gmail.com,www.cornercanyonchurch.org,Rev,Nathanael Taylor ,
Copper Hills Church,Herriman,UT,United States ,803-730-2756,mjackman@copperhillschurch.com,www.copperhillschurch.com,Rev,Marcus Jackman ,
Grace Church of Utah,Layton,UT,United States ,801-444-0839,office@graceutah.org,www.graceutah.org,-, ,
CrossPoint Presbyterian Church,Park City,UT,United States ,435-565-1236,robby@crosspointpca.org,www.crosspointpca.org,Rev,Robby Plemmons ,
All Saints Reformed Church,St. George,UT,United States ,920-918-3793,ben@allsaintsreformed.com,www.allsaintsreformed.com/,Rev,Benjamin Kappers ,
Jordan Valley Church PCA,West Jordan,UT,United States ,801-280-6778,office@jordanvalleychurch.org,jordanvalleychurch.org,Rev,Jonathan Stoddard ,
Abingdon Presbyterian Church,Abingdon,VA,United States ,276-628-9887,abingdonpresbyterianchurch@gmail.com,www.abingdonpresbyterianpca.org,Rev,John Dawson ,
Alexandria Presbyterian Church,Alexandria,VA,United States ,703-683-3348,APC.Office@alexandriapres.org,www.alexandriapres.org,Rev,Thomas G Holliday,
River Run Presbyterian Church,Amelia Court House,VA,United States ,804 924-7575,office@riverrunpres.org,www.riverrunpres.com,Rev,Martin Cates ,
Christ Church of Arlington,Arlington,VA,United States ,703-527-0420,office@ccapca.org,www.ccapca.org,Rev,William E Boyce,
Emmanuel Presbyterian Church,Arlington,VA,United States ,571-470-5400,office@emmanuelarlington.org,www.emmanuelarlington.org,Rev,Young Kyun Lee ,
King's Cross Church,Ashburn,VA,United States ,571-293-0063,office@kingscrossva.org,www.kingscrossva.org,Rev,John F Jones IV,
Sandlick Presbyterian Church,Birchleaf,VA,United States ,276-409-5338,spcsecretary1930@gmail.com,sandlickpresbyterianchurch.org,Rev,Michael Moon ,
Grace Covenant Presbyterian Church,Blacksburg,VA,United States ,540-552-3364,secretary@gracecovenantpca.org,www.gracecovenantpca.org,Rev,Christopher A Hutchinson,
Christ Presbyterian Church Burke,Burke,VA,United States ,571-354-0623,porter@cpcburke.org,www.cpcburke.org,Rev,John Porter Harlow ,
Covenant Presbyterian Church,Cedar Bluff,VA,United States ,276-963-0028,cov.presbyterian@gmail.com,-,Rev,Carl C Howell Jr,
Christ Central Presbyterian Church,Centreville,VA,United States ,703-815-1300,office@christcentralpc.org,christcentralpc.org,Rev,Owen Y Lee,
Grace Community,Centreville,VA,United States ,703-818-2393,ahnJoseph30@hotmail.com,-,Rev,Sang Woo Han ,
Korean Central Presbyterian Church,Centreville,VA,United States ,703-815-1200,kmo@kcpc.org,www.kcpc.org,Rev,Eung Yul Ryoo ,
Korean Presbyterian Church of Centreville,Chantilly,VA,United States ,703-327-6779,Church1775@soapboxsuperapp.com,-,Rev,Yongho Cha ,
Christ Central,Charlottesville,VA,United States ,434-466-9944,info@christcentralcville.org,www.christcentralcville.org,Rev,Joseph Andrew Magri ,
Grace Community Church,Charlottesville,VA,United States ,434-975-2259,info@cvillegrace.org,www.cvillegrace.org,Rev,Jon Christopher Anderson ,
Trinity Presbyterian Church,Charlottesville,VA,United States ,434-977-3700,trinity@trinitycville.org,www.trinitycville.org,Rev,Christopher Paul Colquitt ,
Crosswater Presbyterian Church,Chesapeake,VA,United States ,757-392-4566,info@crosswaterpc.org,www.crosswaterpc.org,Rev,Dan Kerley ,
Grace Presbyterian Church,Chesapeake,VA,United States ,757-339-9035,office@gracechesapeake.com,www.gracechesapeake.com,-, ,
Centralia Presbyterian Church,Chester,VA,United States ,804-706-9200,centralia@verizon.net,www.centraliapca.org,Rev,William Daniel Lipford ,
New Creation Presbyterian Church,Chester,VA,United States ,804-301-8188,info@newcreationpres.org,www.newcreationpres.org,Rev,Joel Passmore ,
Providence Presbyterian Church,Christiansburg,VA,United States ,540-250-2925,office@providencechristiansburg.org,www.providencechristiansburg.org,Rev,Brian Waters ,
Coeburn Presbyterian Church,Coeburn,VA,United States ,276-395-2866,coeburnpc@gmail.com,coeburnpca.com.weebly,-, ,
Hope Presbyterian Church of Crozet,Crozet,VA,United States ,434-829-2181,office@hopecrozet.org,www.hopecrozet.org,Rev,Todd Johnson ,
Draper's Valley Presbyterian Church,Draper,VA,United States ,540-994-9015,drapers.valley@dvpca.org,www.dvpca.org,Rev,Roland Mathews ,
Shore Presbyterian Mission,Exmore,VA,United States ,703-593-5645,christopher.a.cartwright@gmail.com,www.shorepca.org,Rev,Chris Cartwright ,
Capital Presbyterian Church of Fairfax,Fairfax,VA,United States ,703-348-7328,hellow@capitalpresfairfax.org,capitalpresfairfax.org,Rev,Rob Anthony Yancey Jr ,
Chosen Presbyterian Church,Fairfax,VA,United States ,703-589-5136,sunminpresbychurch@gmail.com,www.wsmpc.org,Rev,Chong Hyup Kim ,
Imago Dei Church,Fairfax,VA,United States ,540-388-0509,info@imagodeichurch.net,imagodeichurch.net,-, ,
Korean Presbyterian Church of Washington,Fairfax,VA,United States ,703-321-8090,revseongilpark@gmail.com,www.kpcw.net,Rev,Seong IL Park ,
Mok Yang Presbyterian Church Mission,Fairfax,VA,United States ,703-825-1188,Church1792@soapboxsuperapp.com,www.mokyangpc.org,Rev,Peace Song Sik Ahn ,
New Hope Presbyterian Church,Fairfax,VA,United States ,703-385-9056,Office@NewHopeFairfax.org,www.NewHopeFairfax.org,Rev,Paul David Wolfe ,
Chinese Christian Church,Falls Church,VA,United States ,703-820-1010,Church1794@soapboxsuperapp.com,www.cccvapca.org,Rev,Beng Voon Chua ,
Church of Love & Truth,Falls Church,VA,United States ,703-468-4343,Church1795@soapboxsuperapp.com,-,Rev,Kyoo Won Seo ,
One Voice Fellowship,Falls Church,VA,United States ,703-626-7120,info@onevoicefellowship.org,onevoicefellowship.org,Rev,Christopher M Sicks,
High Bridge Presbyterian,"Farmville, 23901",VA,United States ,434-414-1375,highbridgepres@gmail.com,-,-, ,
Harvestwood Covenant Presbyterian Church,Floyd,VA,United States ,540-745-3614,hatterstudio@gmail.com,harvestwood.org,Rev,Michael Hill ,
Mercy Presbyterian Church,Forest,VA,United States ,434-237-1370,office@mercypres.org,www.mercypres.org,Rev,Bryan Rigg ,
Evident Grace Fellowship,Fredericksburg,VA,United States ,540-755-0266,church@evidentgrace.com,www.evidentgrace.com,Rev,David Fischer ,
New City Fellowship,Fredericksburg,VA,United States ,540-899-5349,ncf@newcityfellowship.org,www.newcityfellowship.org,Rev,Robert M Becker,
New Life in Christ Church,Fredericksburg,VA,United States ,540-786-4848,nlicc@nlicc.org,www.nlicc.org,Rev,Sean James Whitenack ,
New Life Korean Church,Fredericksburg,VA,United States ,540-355-8869,kookshin@hotmail.com,nlkchurch.org,Rev,Soungkook Shin ,
Gainesville Presbyterian Church,Gainesville,VA,United States ,703-754-8791,stephen.baran.gpc@gmail.com,gpcweb.org,Rev,Stephen Baran ,
Seven Springs Presbyterian Church,Glade Spring,VA,United States ,276-206-9320,thomas.rickard@sevenspringspresbyterian.com,sevenspringspresbyterian.com,Rev,Thomas Edwin Rickard ,
Calvary Reformed Presbyterian Church of Hampton Roads,Hampton,VA,United States ,757-826-5942,church@calvaryrpc.org,www.calvaryrpc.org,Rev,Jeffrey Daniel Ferguson ,
Christ Presbyterian Church,Harrisonburg,VA,United States ,540-383-5014,bill@christ-presbyterian.org,www.christ-presbyterian.org,Rev,William B Leach,
Covenant Presbyterian Church,Harrisonburg,VA,United States ,540-433-3051,office@cov-pres.org,www.cov-pres.org,Rev,Todd Pruitt ,
Bartlick Presbyterian Church,Haysi,VA,United States ,276-639-9026,Church1809@soapboxsuperapp.com,-,-, ,
Goochland Presbyterian Church,Henrico,VA,United States ,8045437116,joe@cultivategoochland.com,cultivategoochland.com/,Rev,Joseph E Brown,
Grace Christian Church,Herndon,VA,United States ,703-471-4046,info@gccvapca.org,www.gccvapca.org,Rev,Zhi Yong Paul Wang ,
Mount Zion Presbyterian Church,Herndon,VA,United States ,864-381-3173,firstasianpca@gmail.com,www.faipca.com,Rev,Jegar Chinnavan ,
River's Edge Bible Church,Hopewell,VA,United States ,804-458-7414,info@rebcpca.org,rebcpca.org,-, ,
West End Presbyterian Church,Hopewell,VA,United States ,804-458-6765,office@wepc-hopewell.org,www.wepc-hopewell.org,-, ,
West Hopewell Presbyterian Church,Hopewell,VA,United States ,804-458-4008,officeatwhpc@gmail.com,www.westhopewell.com,-, ,
Grace Presbyterian Church,King George,VA,United States ,540-775-9990,info@gracekg.com,www.gracekg.com,Rev,David E Bentz,
Potomac Hills Presbyterian Church,Leesburg,VA,United States ,703-771-1534,info@potomachills.org,www.potomachills.org,Dr,David V Silvernail Jr,
Grace Presbyterian Church,Lexington,VA,United States ,540-463-2374,office@gracerockbridge.org,www.gracerockbridge.org,Rev,Justin Clement ,
Boonsboro Presbyterian Church,Lynchburg,VA,United States ,434-515-1177,elders@redeemerlynchburg.org,www.redeemerlynchburg.org,Rev,Robert Lee Smith III ,
Spriggs Road Presbyterian Church,Manassas,VA,United States ,703-791-5555,srpc@spriggsroad.org,www.spriggsroad.org,Rev,Michael E Mang,
True Hope Church,Manassas,VA,United States ,703-300-2067,jsrts2003@gmail.com,-,Rev,Dai J Kim,
Hope Presbyterian Church,Martinsville,VA,United States ,276-638-2050,pastor@martinsvillehopepca.org,www.martinsvillehopepca.org,Rev,Matthew Pinckard ,
Christ Central Tysons,McLean,VA,United States ,703-831-7807,peter.kim@christcentraltysons.org,christcentraltysons.org,Rev,Peter Kim ,
McLean Korean Presbyterian Church,McLean,VA,United States ,703-893-8651,office@mkpcva.org,www.mkpcva.org,Rev,Hyunkwon Ko ,
McLean Presbyterian Church,McLean,VA,United States ,703-821-0800,info@mcleanpres.org,mcleanpres.org,Rev,Ryan Laughlin ,
Grace Community Presbyterian Church,Mechanicsville,VA,United States ,804-814-7433,clint@gcpres.org,gcpc.churchcenter.com,Rev,Clinton B Dowda,
Iglesia Hispana Presbiteriana,Midlothian,VA,United States ,7088384031,arnold.lavaire@yahoo.com,www.iglesiahispanapres.com/,Rev,Arnold Lavaire ,
Spring Run Presbyterian Church of Chesterfield County,Midlothian,VA,United States ,804-412-8112,office@springrunpc.org,www.springrunpc.org,Rev,Andrew Andrew Conrad ,
Sycamore Presbyterian Church,Midlothian,VA,United States ,804-794-0238,office@sycamorepres.com,www.sycamorepres.com,Rev,Sean Sawyers ,
Washington Evergreen Church,Mt. Jackson,VA,United States ,540-477-2070,Church1830@soapboxsuperapp.com,-,Rev,Euisoo Suh ,
Calvary Presbyterian Church,Norfolk,VA,United States ,757-461-7043,admin@calvarynorfolk.org,www.calvarynorfolk.org,Rev,Mark J Bender,
Immanuel Presbyterian Church,Norfolk,VA,United States ,757-440-1100,info@ipcnorfolk.org,www.ipcnorfolk.org,Rev,Michael Douglas Tan ,
Saesoon Presbyterian Church of Virginia,Norfolk,VA,United States ,757-455-5565,juservant@hanmail.net,-,Rev,Jong Ug Choi ,
Trinity Presbyterian Church,Norfolk,VA,United States ,757-466-0989,office@trinitynorfolk.com,www.trinitynorfolk.com,Rev,Leland Jackson Howell ,
Evergreen Community Church,Powhatan,VA,United States ,804-598-8844,evergreenpowhatanpca@gmail.com,www.eccpca.org,Rev,Nick Ernie Krauss ,
All Saints Reformed Presbyterian Church,Richmond,VA,United States ,804-353-7321,info@allsaintspres.org,www.allsaintspres.org,Rev,Dennis Bullock ,
Church Hill Presbyterian Church,Richmond,VA,United States ,804-482-0853,steve@churchhillpres.org,churchhillpres.org,Rev,Steve Moulson ,
City Church of Richmond,Richmond,VA,United States ,804-767-8038,info@citychurchrva.com,www.citychurchrva.com,Rev,Erik Bonkovsky ,
Crown and Joy,Richmond,VA,United States ,804-298-5241,info@crownandjoy.com,www.crownandjoy.com,Rev,Willie Addison Jr ,
Stony Point Reformed Presbyterian Church,Richmond,VA,United States ,804-272-8111,office@stonypointchurch.org,www.stonypointchurch.org,Rev,Steven N Constable,
West End Presbyterian Church,Richmond,VA,United States ,804-741-6562,mail@wepc.org,www.wepc.org,Rev,Steven T Shelby,
Christ the King Presbyterian Church,Roanoke,VA,United States ,540-725-5835,office@ctkroanoke.org,www.ctkroanoke.org,Rev,John Pennylegion ,
Westminster Presbyterian Church,Roanoke,VA,United States ,540-562-0924,westminster@westpca.org,www.westpca.org,Rev,Kyle James Ferguson ,
Providence Presbyterian Church,Salem,VA,United States ,540-204-1191,jake@provroanoke.org,www.provroanoke.org/,Rev,Jake Hooker ,
Hope Presbyterian Church,Smithfield,VA,United States ,757-542-3733,office@hopepca.com,www.hopepca.com,Rev,Blake Wingfield ,
"Chinese Christian Church of Virginia, Springfield Mission",Springfield,VA,United States ,571-251-3223,Church1846@soapboxsuperapp.com,www.cccvapca.org,-, ,
Harvester Presbyterian Church,Springfield,VA,United States ,703-455-7800,office@harvesterpca.org,www.harvesterpca.org,Rev,Mark E Hayes,
